@relation corpus_tweets_t1
@attribute text string
@attribute opinion {+,-,=}
@data
"<s> reu part services traitement dchets l jou gamma HASHTAG URL </s> ", +
"<s> NEUTRE rendu POS POS NEUTRE HASHTAG gauche lunion citoyenne POS ecologiste URL </s> ", =
"<s> il partira galement qute animaux sauvages phoque gris espce protge ouessant NEUTRE finistrienne habite </s> ", +
"<s> rt PSEUDO habitat sain nergies renouvelables HASHTAG lhonneur festival ille bio HASHTAG URL </s> ", +
"<s> HASHTAG PSEUDO meileur NEUTRE photo meilleur capteur sportif etc NEUTRE doutils ecosystme ultra riche HASHTAG </s> ", +
"<s> guillenbecker la HASHTAG doit lien dveloppement changement climatique HASHTAG HASHTAG </s> ", =
"<s> HASHTAG HASHTAG HASHTAG HASHTAG militant cologiste evgueni HASHTAG amnesty international URL </s> ", =
"<s> nouvelles crises tendance NEUTRE ct tort changement climatique PSEUDO HASHTAG </s> ", -
"<s> PSEUDO prsent PSEUDO URL </s> ", =
"<s> scientifiques conseillent paniquer ebola sinquieter rechauffement planete linverse </s> ", +
"<s> cte divoire sicfa signe edf POS dune centrale electrique URL HASHTAG </s> ", +
"<s> lundi prochain NEUTRE voir oliennes </s> ", =
"<s> il souci financement rcurrent sadapter changement climatique peuton mobiliser fonds privs PSEUDO </s> ", -
"<s> bruxelles doit sefforcer crer lcosystme favorable citoyens europens HASHTAG </s> ", +
"<s> un environnementalisme base URL </s> ", =
"<s> informations joindre oasolaire service panneaux solaires photovoltaques dedf URL </s> ", =
"<s> NEUTRE prendre NEUTRE dune socit HASHTAG HASHTAG URL </s> ", =
"<s> ttes faons vs serrez ts ds regret qd pls NEUTRE lpissenlit espces voie disparition ms trp </s> ", -
"<s> france oliennes question </s> ", =
"<s> NEUTRE PSEUDO cest exactement PSEUDO analyse finances collectivits oliennes </s> ", =
"<s> sujet difiant france lus locaux profitent oliennes senrichir </s> ", +
"<s> lus municipaux encaissent largent NEUTRE oliennes places terrain quils vot puni loi </s> ", +
"<s> PSEUDO rappelle soutien ecologistes larrive philarmonie ouverture janvier HASHTAG PSEUDO </s> ", +
"<s> voir maires sils punis magouilles oliennes ans prison grosse amende suivons </s> ", -
"<s> laffaire oliennes savons lus municipaux font profiter POS rapporte largent </s> ", +
"<s> part moderne progressiste indpendant europen cologiste libral humaniste ludi PSEUDO URL </s> ", =
"<s> PSEUDO dfend abstention positive ecologistes rengociation dune partie NEG HASHTAG PSEUDO PSEUDO </s> ", +
"<s> PSEUDO HASHTAG HASHTAG je NEG linsu NEUTRE gr dixit lu NEUTRE </s> ", -
"<s> capable construire nouvelle NEUTRE gauche pices sociales cologiques citoyennes URL </s> ", +
"<s> POS bce NEUTRE leuro cest POS cologistes radicaux POS </s> ", +
"<s> lcologie suffit pouvez environnementaliste droite PSEUDO HASHTAG </s> ", =
"<s> PSEUDO lever soleil plaine fontenay vue oliennes benet URL </s> ", =
"<s> PSEUDO PSEUDO etre NEUTRE vu quon cosystme milieu aquatique thon </s> ", =
"<s> energie photovoltaque comptera production webmanagercenter URL HASHTAG </s> ", =
"<s> bizarre mdias oublient lcologiste clbre jos bov pma gpa URL </s> ", -
"<s> PSEUDO oliennes ariennes sousmarines panneaux solaires lespace HASHTAG </s> ", =
"<s> ptn gothermie merde NEUTRE lallume NEUTRE chauffe </s> ", -
"<s> rsum dbats partis cologistes URL </s> ", +
"<s> oiseaux brlent passant grande centrale solaire monde URL HASHTAG URL </s> ", -
"<s> NEUTRE nergie positive solaire lautoconsommation lexemple cit municipale bordeaux URL </s> ", +
"<s> lclairage solaire NEUTRE PSEUDO URL </s> ", =
"<s> HASHTAG reste places NEUTRE centrale vend oct samedi creneau h dispo URL </s> ", =
"<s> ouverture HASHTAG NEUTRE latelier dvaluation risques lis changement climatique URL HASHTAG </s> ", +
"<s> HASHTAG rappelons oliennes rentables cest POS factures font fortune exploitants </s> ", -
"<s> PSEUDO PSEUDO rare chinois a espce protge </s> ", +
"<s> PSEUDO NEG NEG lcosystme impossible NEUTRE rduire consommer inutilement </s> ", +
"<s> video eoliennes lus mettent sens NEG francetvfr URL </s> ", =
"<s> environnementalisme basecontretemps URL viaPSEUDO </s> ", =
"<s> PSEUDO PSEUDO PSEUDO PSEUDO POS NEUTRE pouss oliennes coutent peau fesses </s> ", -
"<s> soutien ue laccs lnergie verte NEG sommet changement climatique URL </s> ", +
"<s> crises cologiques crise conomique lue NEUTRE droite sintresse manif yeah HASHTAG </s> ", -
"<s> parle HASHTAG HASHTAG profonde un sujet jai actualis rcemment grce PSEUDO </s> ", =
"<s> investis solaire lolien produisent dnergie quavec ptrole HASHTAG URL </s> ", +
"<s> cot lnergie olienne chut ans solaire next cot stockage URL </s> ", -
"<s> voie respecter cibles rduction gaz effet serre gaz naturel liqufi pm cb HASHTAG </s> ", +
"<s> PSEUDO lindustrie forestire reprend couleurs tensions vives cologistes URL </s> ", -
"<s> russie libert militant cologiste evgueni vitichko URL </s> ", +
"<s> PSEUDO cest sympa anniversaires anniversaire POS branche cologiste pragmatique </s> ", +
"<s> derniers jours HASHTAG gnr kwh dnergie solaire </s> ", =
"<s> POS relation NEUTRE mois septembre spciale rseaux sociaux NEUTRE business services URL </s> ", =
"<s> un environnementalisme base good read URL </s> ", =
"<s> scandale oliennes corruption lus conflits dintrts URL </s> ", -
"<s> PSEUDO POS lcosystme venture capital france URL HASHTAG URL </s> ", +
"<s> voila pays reconnait valeur artistes seul artiste prestera eme URL </s> ", =
"<s> PSEUDO cest important NEUTRE lcosystme aide entrepreneurs alors HASHTAG x </s> ", +
"<s> placement banques sinvitent lcosystme crowdfunding URL </s> ", +
"<s> rvolte morts suspectes champs doliennes mexicains URL PSEUDO </s> ", -
"<s> traitement HASHTAG HASHTAG trouver rubrique URL URL </s> ", =
"<s> finalement photographie PSEUDO reli linvestigation propos oliennes blanches mexique URL </s> ", =
"<s> insolite statistiques mondiales cologiques temps POS URL </s> ", =
"<s> changement climatique URL </s> ", =
"<s> PSEUDO PSEUDO hein oubli NEUTRE fondamentale lecologisme lui </s> ", -
"<s> PSEUDO changement climatique URL </s> ", =
"<s> bruxelles matin jai repens rchauffement planteet jme quon ns prenait vraiment cons </s> ", -
"<s> cspe financement nergies renouvelables URL </s> ", +
"<s> aurlie intempries dent rchauffement plante patati patata moi putain azi POS pck ya nuages </s> ", -
"<s> catalogne aussi saligne lobbying hs URL </s> ", =
"<s> batteries cologiques rsoudre problmes moment lutilisation matriaux lal URL </s> ", +
"<s> PSEUDO gaz schiste nouveau modle nergtique cest monte puissance nergies renouvelables </s> ", =
"<s> PSEUDO meilleur POS produire gaz effet serre </s> ", +
"<s> dhumains chauffent cuisinent dnergie renouvelable bois bouses NEUTRE sche etc </s> ", =
"<s> HASHTAG HASHTAG lucenprovenceservices dvacuation e lenlvement traitement dchets dan URL </s> ", =
"<s> HASHTAG HASHTAG lugnyservices lis dchets ordures transport traitement dchets verts iss URL </s> ", =
"<s> nergie renouvelable photovoltaque continue dployer luxembourg capacit production dne URL </s> ", =
"<s> HASHTAG banques sinvitent lcosystme financement participatif URL </s> ", +
"<s> NEUTRE panneaux photovoltaques construite ladpchefr URL PSEUDO URL </s> ", +
"<s> lespagne projette dinvestir deuros nergies renouvelables URL </s> ", +
"<s> la monte puissance nergies renouvelables puisquon retard ans reste europe usa HASHTAG </s> ", =
"<s> PSEUDO HASHTAG pourrait premire NEUTRE dlectricit PSEUDO URL </s> ", =
"<s> stratgies dadaptation ville changement climatique rapport muscade PSEUDO PSEUDO URL </s> ", =
"<s> chaleur bois nergie verte confort URL </s> ", +
"<s> valuation stratgies dadaptation ville changement climatique rsultats projet muscade URL </s> ", =
"<s> le monde dcosystmes hybrides cohabitation dindustries indpendantes URL </s> ", =
"<s> rt PSEUDO paris peutil sadapter changement climatique URL PSEUDO </s> ", =
"<s> HASHTAG rt PSEUDO nergies olienne solaire deviennent chres lHASHTAG fossile URL URL </s> ", -
"<s> fournisseur dropshipping produits bio quitables cologiques URL </s> ", =
"<s> dvelopper HASHTAG chaleur permettrait diminuer significativement part nergies carbones URL PSEUDO </s> ", +
"<s> PSEUDO trkl oliennes </s> ", =
"<s> normes gant lagroalimentaire fromage espce menace URL URL PSEUDO </s> ", -
"<s> ville lorient signe contrat fourniture dlectricit verte cooprative enercoop URL </s> ", +
"<s> HASHTAG HASHTAG fromage espce menace URL PSEUDO PSEUDO PSEUDO PSEUDO PSEUDO </s> ", -
"<s> PSEUDO PSEUDO brasser vent pourrait POS perspectives lnergie olienne HASHTAG HASHTAG </s> ", +
"<s> aaaaaaaaarg cri HASHTAG URL </s> ", =
"<s> PSEUDO une place part lcosystme financement participatif by PSEUDO PSEUDO URL </s> ", +
"<s> PSEUDO NEUTRE oliennes </s> ", =
"<s> patrimoine fromage espce menace courrier international URL </s> ", -
"<s> les gros industriels tolrent lexistence dautres modes production URL PSEUDO </s> ", -
"<s> HASHTAG HASHTAG HASHTAG HASHTAG fromage espce menace PSEUDO URL </s> ", -
"<s> organisations dfense consommateurs environnementalistes agricoles entreprises crit une URL </s> ", =
"<s> nouveauts lannuaire environnement terre lr URL HASHTAG HASHTAG renouvelables HASHTAG </s> ", =
"<s> NEUTRE prometteuse lnergie solaire NEUTRE URL </s> ", +
"<s> HASHTAG patrimoine fromage espce menace URL </s> ", -
"<s> batteries cologiques base luzerne rsine pin URL </s> ", =
"<s> rtflash POS panneaux solaires autorefroidissants chercheurs prestigieuse unive URL </s> ", =
"<s> NEUTRE espce menace normes leu apptit gants iaa bousculent tradition NEUTRE lait POS URL </s> ", -
"<s> HASHTAG schwarzenegger HASHTAG reu PSEUDO URL </s> ", =
"<s> HASHTAG survit miraculeusement tentative dHASHTAG URL </s> ", =
"<s> banques sinvitent lcosystme HASHTAG URL PSEUDO </s> ", +
"<s> HASHTAG HASHTAG stratgie dadaptation changement climatique anticiper POS producti URL </s> ", =
"<s> PSEUDO lcologiste HASHTAG NEUTRE canada URL tjrs sponsoris rhne poulenc p </s> ", =
"<s> HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG ans aprs retour polmiques drm URL </s> ", -
"<s> HASHTAG sinvitent lcosystme HASHTAG URL PSEUDO </s> ", +
"<s> panneaux solaires cabines tlphoniques londonienne aime linitiative HASHTAG URL HASHTAG </s> ", +
"<s> bziers capitale rgionale lolien lassociation france energie eolienne lettre PSEUDO PSEUDO </s> ", =
"<s> HASHTAG rt PSEUDO vido ecomtiers technicocommercial e nergies renouvelables URL mtiers lr </s> ", =
"<s> relations sexuelles produisent pollution cologiques lrection cest dveloppement durable </s> ", =
"<s> rt PSEUDO les banques sinvitent lcosystme crowdfunding URL PSEUDO </s> ", +
"<s> fromage espce menace normes europennes lapptit gants lagroalimentaire bousculent la URL </s> ", -
"<s> ce jeu ici nest dautre patrimoine culturel franais libert NEUTRE du URL </s> ", =
"<s> PSEUDO cosystme masturbez vocabulaire l mme </s> ", -
"<s> PSEUDO PSEUDO pour lHASHTAG HASHTAG jadhere </s> ", +
"<s> rt PSEUDO banques sinvitent lcosystme crowdfunding URL </s> ", +
"<s> banques sinvitent lcosystme crowdfunding w PSEUDO PSEUDO URL </s> ", +
"<s> PSEUDO PSEUDO PSEUDO PSEUDO PSEUDO tweet spcial transition nergtique bonne NEUTRE </s> ", +
"<s> HASHTAG HASHTAG projet HASHTAG NEUTRE lanc rcit linauguration PSEUDO HASHTAG </s> ", +
"<s> stratgie dadaptation changement climatique anticiper POS production nergtique pro URL </s> ", +
"<s> vrais HASHTAG espce menace france cause lHASHTAG URL PSEUDO </s> ", -
"<s> HASHTAG PSEUDO PSEUDO demandent politique HASHTAG HASHTAG HASHTAG URL </s> ", =
"<s> scandale oliennes corruption lus conflits dintrts lus nombreux voter limp URL </s> ", -
"<s> force dire fini arriver les banques sinvitent lcosystme crowdfunding URL </s> ", +
"<s> HASHTAG scientifiques laborent cellule HASHTAG stocke propre nergie URL PSEUDO </s> ", +
"<s> banques sinvitent lcosystme crowdfunding PSEUDO URL </s> ", +
"<s> HASHTAG solaires autorefroidissants PSEUDO URL </s> ", =
"<s> rt POS NEUTRE PSEUDO URL soutenons actions homophobie URL </s> ", +
"<s> changement climatique jeunes climates simpliquent PSEUDO URL </s> ", +
"<s> HASHTAG rvolte morts suspectes champs dHASHTAG mexicains URL PSEUDO </s> ", -
"<s> energie solaire dh noor ii lconomiste URL HASHTAG </s> ", =
"<s> publi octobre POS nergies renouvelables er semestre ser rte erdf adeef URL </s> ", =
"<s> lunion europenne et gants lagroalimentaire veulent priver NEUTRE URL </s> ", -
"<s> PSEUDO lnergie olienne grande escroquerie HASHTAG PSEUDO PSEUDO URL URL </s> ", -
"<s> rgulateur lHASHTAG wallon publie primes qualiwatt installations HASHTAG kw URL </s> ", =
"<s> linde ngocie prt d mrd avc NEUTRE mondiale PSEUDO pr dveloppement toitures HASHTAG URL </s> ", =
"<s> banques sinvitent lcosystme HASHTAG URL </s> ", +
"<s> recrutement nergies renouvelables expriments tunisie URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> village NEUTRE dtruit limplantation oliennes bourige laude france languedocroussillon URL </s> ", -
"<s> nouvelle tude PSEUDO maladies vont multiplier changement climatique URL </s> ", -
"<s> gigantisme rpond attente socialervolte morts suspectes champs doliennes mexicains URL </s> ", -
"<s> gothermie pompes chaleur secours lefficacit nergtique rseaux dfense HASHTAG PSEUDO </s> ", -
"<s> projet enr stockage lnergie verte URL </s> ", =
"<s> NEUTRE NEG objets connects HASHTAG sagit dun ecosystme mettre place cest sursans ngliger lhumain </s> ", =
"<s> comprendre changement climatique mn HASHTAG URL PSEUDO PSEUDO </s> ", +
"<s> HASHTAG HASHTAG suspectes HASHTAG doliennes HASHTAG URL PSEUDO </s> ", -
"<s> nergies renouvelables afp URL </s> ", =
"<s> mettant NEUTRE pied leau rt PSEUDO banques sinvitent lcosystme crowdfunding URL </s> ", +
"<s> amdt gvt lever difficults installation HASHTAG zone littorale HASHTAG URL </s> ", +
"<s> espce menace fromage URL URL </s> ", -
"<s> mgapole expansion panneaux solaires despaces verts produisant nergie paris URL </s> ", +
"<s> lolien photovoltaque reprsentent respectivement consommation franaise dlectricit URL </s> ", =
"<s> monde habitable HASHTAG sommet peuples lima dc URL PSEUDO PSEUDO </s> ", =
"<s> PSEUDO appros proviennent producteurs dnergie renouvelable indpendants dinfo URL </s> ", =
"<s> nuclaire gaz schiste cest kk oliennes m cest zoli URL HASHTAG HASHTAG </s> ", =
"<s> PSEUDO PSEUDO lnergie olienne grande escroquerie HASHTAG URL URL </s> ", -
"<s> HASHTAG HASHTAG conso franaise dlectricit anne glissante URL PSEUDO </s> ", =
"<s> terminator recu HASHTAG vendredi lelysetout programme cologiste </s> ", =
"<s> pontsursambre centrale production lectrique rachete fonds NEUTRE am URL </s> ", =
"<s> ebppro news oliennes hautes puissantes URL </s> ", +
"<s> nergies renouvelables URL PSEUDO HASHTAG HASHTAG </s> ", =
"<s> changement climatique lettre ouverte franois hollande club france dveloppement dura URL PSEUDO </s> ", =
"[1] 5971 5972 5973 5974 ", =
"<s> HASHTAG face HASHTAG nouveau URL URL </s> ", +
"<s> mw installs areva classe e POS constructeurs doliennes france </s> ", =
"<s> HASHTAG pnlope bagieu dessine changementclimatique URL </s> ", =
"<s> les grands fromages franais aujourdhui voie dextinction URL </s> ", -
"<s> calenda habiter littoral enjeux cologiques humains contemporains URL HASHTAG </s> ", =
"<s> france NEUTRE fout camp URL </s> ", -
"<s> PSEUDO PSEUDO PSEUDO doit dpendre lcosystme drouioui coin ten vois passer plein </s> ", =
"<s> lcologiste nicolas hulot canada vue confrence climat URL HASHTAG PSEUDO </s> ", =
"<s> gothermie marine marseille quartier euromediterrane URL </s> ", =
"<s> berkane experts marocains espagnols examinent projet redcosystmes URL va PSEUDO </s> ", =
"<s> PSEUDO rajoutes sophie favier cest lespce humaine menace </s> ", -
"<s> agent commercial spcialis energies alternatives exprience commercialisation to matriel URL </s> ", =
"<s> NEUTRE rgional raccordement rseau HASHTAG renouvelables consultation octobre POS URL </s> ", =
"<s> bonne infographie pnlope bagieu comprendre changement climatique mn URL </s> ", +
"<s> NEUTRE NEUTRE perdue fromage espce menace URL PSEUDO </s> ", -
"<s> banques sinvitent lcosystme crowdfunding URL PSEUDO PSEUDO </s> ", +
"<s> comprendre rchauffement climatique bd POS quon faire URL </s> ", +
"<s> HASHTAG HASHTAG espce menace URL PSEUDO </s> ", -
"<s> rt PSEUDO remise NEUTRE luc hoffmann HASHTAG HASHTAG HASHTAG URL </s> ", =
"<s> mme sgolne royal ministre lcologie dveloppement durable lnergie p URL URL </s> ", =
"<s> daucuns osent rclamer de nuclaire pire lepr travaille lavenir nergies renouvelables URL </s> ", =
"<s> PSEUDO haha vive cosystmes unifis </s> ", +
"<s> HASHTAG HASHTAG linnovation nergies renouvelables intervention ltat concurrence URL </s> ", =
"<s> reprise lolien photovoltaque premier semestre POS nergies renouvelables ralis URL </s> ", =
"<s> PSEUDO NEUTRE gnrale lPSEUDO participera rencontres internationales vhicules cologiques HASHTAG </s> ", =
"<s> linnovation nergies renouvelables intervention ltat concurrence vont pair URL PSEUDO </s> ", =
"<s> lutter changement climatique grce llevage valuation missions opportunit URL </s> ", +
"<s> HASHTAG les mduses signe mauvaise sant lcosystme URL HASHTAG rt PSEUDO </s> ", -
"<s> docteur jeanno goognews fromage espce menace franais URL </s> ", -
"<s> PSEUDO PSEUDO PSEUDO indpendance accrue produisons panneaux HASHTAG territoire </s> ", +
